Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43191,L15,14895,A11,B21,C36,PCS,805,9.64,D,C09,1.199464,7760.2,9308.08
43191,L15,14895,A11,B21,C36,PCS,863,9.64,D,C09,1.199464,8319.32,9978.72
43191,L15,14895,A11,B21,C36,PCS,219,9.64,D,C09,1.199464,2111.16,2532.26
43191,L15,14895,A11,B21,C36,PCS,73,9.64,D,C09,1.199464,703.72,844.09
43191,L15,15028,A19,B22,C35,PCS,523,9.59,C,C10,8.657656,5015.57,43423.08
43191,L15,15028,A19,B22,C35,PCS,704,9.59,C,C10,8.657656,6751.36,58450.95
43191,L15,15028,A19,B22,C35,PCS,149,9.59,C,C10,8.657656,1428.91,12371.01
43191,L15,15028,A19,B22,C35,PCS,352,9.59,C,C10,8.657656,3375.68,29225.48
43191,L15,15028,A19,B22,C35,PCS,138,9.59,C,C10,8.657656,1323.42,11457.72
43191,L15,15028,A19,B22,C35,PCS,502,9.59,C,C10,8.657656,4814.18,41679.51
43191,L15,15028,A19,B22,C35,PCS,785,9.59,C,C10,8.657656,7528.15,65176.13
43191,L15,15028,A19,B22,C35,PCS,230,9.59,C,C10,8.657656,2205.7,19096.19
43191,L15,15028,A19,B22,C35,PCS,794,9.59,C,C10,8.657656,7614.46,65923.38
43191,L15,15028,A19,B22,C35,PCS,241,9.59,C,C10,8.657656,2311.19,20009.49
43203,L15,15033,A16,B20,C33,PCS,784,6,D,C02,9.912483,4704,46628.32
43203,L15,15033,A16,B20,C33,PCS,567,6,D,C02,9.912483,3402,33722.27
43203,L15,15033,A16,B20,C33,PCS,352,6,D,C02,9.912483,2112,20935.16
43203,L15,15033,A16,B20,C33,PCS,520,6,D,C02,9.912483,3120,30926.95
43203,L15,15033,A16,B20,C33,PCS,898,6,D,C02,9.912483,5388,53408.46
43203,L15,15033,A16,B20,C33,PCS,660,6,D,C02,9.912483,3960,39253.43
43203,L15,15033,A16,B20,C33,PCS,854,6,D,C02,9.912483,5124,50791.56
43203,L15,15033,A16,B20,C33,PCS,882,6,D,C02,9.912483,5292,52456.86
43203,L15,15033,A16,B20,C33,PCS,735,6,D,C02,9.912483,4410,43714.05
43203,L15,15033,A16,B20,C33,PCS,897,6,D,C02,9.912483,5382,53348.98
43216,L15,15210,A11,B26,C38,PCS,585,2.83,C,C07,1.358577,1655.55,2249.19
43216,L15,15210,A11,B26,C38,PCS,711,2.83,C,C07,1.358577,2012.13,2733.63
43216,L15,15210,A11,B26,C38,PCS,540,2.83,C,C07,1.358577,1528.2,2076.18
43216,L15,15210,A11,B26,C38,PCS,699,2.83,C,C07,1.358577,1978.17,2687.5
43216,L15,15210,A11,B26,C38,PCS,800,2.83,C,C07,1.358577,2264,3075.82
43216,L15,15210,A11,B26,C38,PCS,84,2.83,C,C07,1.358577,237.72,322.96
43216,L15,15210,A11,B26,C38,PCS,758,2.83,C,C07,1.358577,2145.14,2914.34
43216,L15,15210,A11,B26,C38,PCS,651,2.83,C,C07,1.358577,1842.33,2502.95
43216,L15,15210,A11,B26,C38,PCS,658,2.83,C,C07,1.358577,1862.14,2529.86
43216,L15,15210,A11,B26,C38,PCS,57,2.83,C,C07,1.358577,161.31,219.15
