Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43163,L82,11776,A13,B25,C34,PCS,25,7.25,D,C04,5.388146,181.25,976.6
43163,L82,11776,A13,B25,C34,PCS,45,7.25,D,C04,5.388146,326.25,1757.88
43163,L82,11776,A13,B25,C34,PCS,148,7.25,D,C04,5.388146,1073,5781.48
43163,L82,11776,A13,B25,C34,PCS,731,7.25,D,C04,5.388146,5299.75,28555.83
43169,L82,11873,A13,B28,C39,PCS,375,6.34,D,C08,1.496196,2377.5,3557.21
43169,L82,11873,A13,B28,C39,PCS,185,6.34,D,C08,1.496196,1172.9,1754.89
43169,L82,11873,A13,B28,C39,PCS,838,6.34,D,C08,1.496196,5312.92,7949.17
43169,L82,11873,A13,B28,C39,PCS,574,6.34,D,C08,1.496196,3639.16,5444.9
43169,L82,11873,A13,B28,C39,PCS,909,6.34,D,C08,1.496196,5763.06,8622.67
43169,L82,11873,A13,B28,C39,PCS,144,6.34,D,C08,1.496196,912.96,1365.97
43169,L82,11873,A13,B28,C39,PCS,894,6.34,D,C08,1.496196,5667.96,8480.38
43169,L82,11873,A13,B28,C39,PCS,268,6.34,D,C08,1.496196,1699.12,2542.22
43169,L82,11873,A13,B28,C39,PCS,216,6.34,D,C08,1.496196,1369.44,2048.95
43169,L82,11873,A13,B28,C39,PCS,762,6.34,D,C08,1.496196,4831.08,7228.24
43178,L82,11923,A17,B22,C37,PCS,630,8.78,C,C09,1.199464,5531.4,6634.72
43178,L82,11923,A17,B22,C37,PCS,78,8.78,C,C09,1.199464,684.84,821.44
43178,L82,11923,A17,B22,C37,PCS,382,8.78,C,C09,1.199464,3353.96,4022.95
43178,L82,11923,A17,B22,C37,PCS,26,8.78,C,C09,1.199464,228.28,273.81
43178,L82,11923,A17,B22,C37,PCS,791,8.78,C,C09,1.199464,6944.98,8330.25
43178,L82,11923,A17,B22,C37,PCS,339,8.78,C,C09,1.199464,2976.42,3570.11
43178,L82,11923,A17,B22,C37,PCS,221,8.78,C,C09,1.199464,1940.38,2327.42
43178,L82,11923,A17,B22,C37,PCS,706,8.78,C,C09,1.199464,6198.68,7435.09
43178,L82,11923,A17,B22,C37,PCS,860,8.78,C,C09,1.199464,7550.8,9056.91
43178,L82,11923,A17,B22,C37,PCS,804,8.78,C,C09,1.199464,7059.12,8467.16
43178,L82,11958,A11,B29,C34,PCS,191,6.76,C,C03,7.133317,1291.16,9210.25
43178,L82,11958,A11,B29,C34,PCS,355,6.76,C,C03,7.133317,2399.8,17118.53
43178,L82,11958,A11,B29,C34,PCS,63,6.76,C,C03,7.133317,425.88,3037.94
43178,L82,11958,A11,B29,C34,PCS,124,6.76,C,C03,7.133317,838.24,5979.43
43178,L82,11958,A11,B29,C34,PCS,842,6.76,C,C03,7.133317,5691.92,40602.27
43178,L82,11958,A11,B29,C34,PCS,842,6.76,C,C03,7.133317,5691.92,40602.27
43178,L82,11958,A11,B29,C34,PCS,534,6.76,C,C03,7.133317,3609.84,25750.13
43178,L82,11958,A11,B29,C34,PCS,492,6.76,C,C03,7.133317,3325.92,23724.84
43178,L82,11958,A11,B29,C34,PCS,181,6.76,C,C03,7.133317,1223.56,8728.04
43178,L82,11958,A11,B29,C34,PCS,235,6.76,C,C03,7.133317,1588.6,11331.99
43173,L82,12026,A13,B27,C39,PCS,810,7.86,D,C09,1.199464,6366.6,7636.51
43173,L82,12026,A13,B27,C39,PCS,640,7.86,D,C09,1.199464,5030.4,6033.78
43173,L82,12026,A13,B27,C39,PCS,393,7.86,D,C09,1.199464,3088.98,3705.12
43173,L82,12026,A13,B27,C39,PCS,335,7.86,D,C09,1.199464,2633.1,3158.31
43173,L82,12026,A13,B27,C39,PCS,814,7.86,D,C09,1.199464,6398.04,7674.22
43173,L82,12026,A13,B27,C39,PCS,122,7.86,D,C09,1.199464,958.92,1150.19
43173,L82,12026,A13,B27,C39,PCS,735,7.86,D,C09,1.199464,5777.1,6929.42
43173,L82,12026,A13,B27,C39,PCS,415,7.86,D,C09,1.199464,3261.9,3912.53
43173,L82,12026,A13,B27,C39,PCS,623,7.86,D,C09,1.199464,4896.78,5873.51
43173,L82,12026,A13,B27,C39,PCS,88,7.86,D,C09,1.199464,691.68,829.65
43170,L82,12142,A17,B20,C38,PCS,660,1.9,C,C05,3.40242,1254,4266.63
