Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43146,L65,13070,A20,B28,C39,PCS,655,8.32,C,C04,5.388146,5449.6,29363.24
43146,L65,13070,A20,B28,C39,PCS,29,8.32,C,C04,5.388146,241.28,1300.05
43146,L65,13070,A20,B28,C39,PCS,409,8.32,C,C04,5.388146,3402.88,18335.21
43148,L65,13077,A14,B28,C39,PCS,831,7.96,D,C04,5.388146,6614.76,35641.29
43148,L65,13077,A14,B28,C39,PCS,858,7.96,D,C04,5.388146,6829.68,36799.31
43148,L65,13077,A14,B28,C39,PCS,41,7.96,D,C04,5.388146,326.36,1758.48
43148,L65,13077,A14,B28,C39,PCS,620,7.96,D,C04,5.388146,4935.2,26591.58
43148,L65,13077,A14,B28,C39,PCS,50,7.96,D,C04,5.388146,398,2144.48
43148,L65,13077,A14,B28,C39,PCS,115,7.96,D,C04,5.388146,915.4,4932.31
43148,L65,13077,A14,B28,C39,PCS,497,7.96,D,C04,5.388146,3956.12,21316.15
43148,L65,13077,A14,B28,C39,PCS,267,7.96,D,C04,5.388146,2125.32,11451.53
43148,L65,13077,A14,B28,C39,PCS,174,7.96,D,C04,5.388146,1385.04,7462.8
43148,L65,13077,A14,B28,C39,PCS,921,7.96,D,C04,5.388146,7331.16,39501.36
43144,L65,13168,A15,B26,C40,PCS,838,6.35,C,C01,6.825646,5321.3,36321.31
43144,L65,13168,A15,B26,C40,PCS,215,6.35,C,C01,6.825646,1365.25,9318.71
43144,L65,13168,A15,B26,C40,PCS,130,6.35,C,C01,6.825646,825.5,5634.57
43144,L65,13168,A15,B26,C40,PCS,173,6.35,C,C01,6.825646,1098.55,7498.31
43144,L65,13168,A15,B26,C40,PCS,865,6.35,C,C01,6.825646,5492.75,37491.57
43144,L65,13168,A15,B26,C40,PCS,689,6.35,C,C01,6.825646,4375.15,29863.23
43144,L65,13168,A15,B26,C40,PCS,381,6.35,C,C01,6.825646,2419.35,16513.63
43144,L65,13168,A15,B26,C40,PCS,493,6.35,C,C01,6.825646,3130.55,21368.03
43144,L65,13168,A15,B26,C40,PCS,671,6.35,C,C01,6.825646,4260.85,29083.05
43144,L65,13168,A15,B26,C40,PCS,354,6.35,C,C01,6.825646,2247.9,15343.37
43136,L65,13222,A13,B21,C40,PCS,666,6.83,D,C10,8.657656,4548.78,39381.77
43136,L65,13222,A13,B21,C40,PCS,170,6.83,D,C10,8.657656,1161.1,10052.4
43136,L65,13222,A13,B21,C40,PCS,765,6.83,D,C10,8.657656,5224.95,45235.82
