Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43212,L72,15855,A19,B26,C38,PCS,427,8.41,C,C03,7.133317,3591.07,25616.24
43212,L72,15855,A19,B26,C38,PCS,397,8.41,C,C03,7.133317,3338.77,23816.5
43217,L72,15912,A18,B23,C40,PCS,894,7,D,C10,8.657656,6258,54179.61
43217,L72,15912,A18,B23,C40,PCS,36,7,D,C10,8.657656,252,2181.73
43217,L72,15912,A18,B23,C40,PCS,793,7,D,C10,8.657656,5551,48058.65
43217,L72,15912,A18,B23,C40,PCS,649,7,D,C10,8.657656,4543,39331.73
43217,L72,15912,A18,B23,C40,PCS,710,7,D,C10,8.657656,4970,43028.55
43217,L72,15912,A18,B23,C40,PCS,940,7,D,C10,8.657656,6580,56967.38
43217,L72,15912,A18,B23,C40,PCS,826,7,D,C10,8.657656,5782,50058.57
43217,L72,15912,A18,B23,C40,PCS,295,7,D,C10,8.657656,2065,17878.06
43217,L72,15912,A18,B23,C40,PCS,803,7,D,C10,8.657656,5621,48664.68
43217,L72,15912,A18,B23,C40,PCS,387,7,D,C10,8.657656,2709,23453.59
43204,L72,15953,A20,B25,C39,PCS,283,9.42,D,C03,7.133317,2665.86,19016.42
43204,L72,15953,A20,B25,C39,PCS,407,9.42,D,C03,7.133317,3833.94,27348.71
43204,L72,15953,A20,B25,C39,PCS,869,9.42,D,C03,7.133317,8185.98,58393.19
43204,L72,15953,A20,B25,C39,PCS,353,9.42,D,C03,7.133317,3325.26,23720.13
43204,L72,15953,A20,B25,C39,PCS,813,9.42,D,C03,7.133317,7658.46,54630.22
43204,L72,15953,A20,B25,C39,PCS,502,9.42,D,C03,7.133317,4728.84,33732.31
43204,L72,15953,A20,B25,C39,PCS,986,9.42,D,C03,7.133317,9288.12,66255.1
43204,L72,15953,A20,B25,C39,PCS,918,9.42,D,C03,7.133317,8647.56,61685.79
43204,L72,15953,A20,B25,C39,PCS,975,9.42,D,C03,7.133317,9184.5,65515.95
43204,L72,15953,A20,B25,C39,PCS,204,9.42,D,C03,7.133317,1921.68,13707.95
43203,L72,16202,A16,B26,C35,PCS,342,3.25,D,C01,6.825646,1111.5,7586.71
43203,L72,16202,A16,B26,C35,PCS,945,3.25,D,C01,6.825646,3071.25,20963.27
43203,L72,16202,A16,B26,C35,PCS,4,3.25,D,C01,6.825646,13,88.73
43203,L72,16202,A16,B26,C35,PCS,555,3.25,D,C01,6.825646,1803.75,12311.76
43203,L72,16202,A16,B26,C35,PCS,51,3.25,D,C01,6.825646,165.75,1131.35
43203,L72,16202,A16,B26,C35,PCS,599,3.25,D,C01,6.825646,1946.75,13287.83
43203,L72,16202,A16,B26,C35,PCS,147,3.25,D,C01,6.825646,477.75,3260.95
43203,L72,16202,A16,B26,C35,PCS,451,3.25,D,C01,6.825646,1465.75,10004.69
43203,L72,16202,A16,B26,C35,PCS,367,3.25,D,C01,6.825646,1192.75,8141.29
43203,L72,16202,A16,B26,C35,PCS,85,3.25,D,C01,6.825646,276.25,1885.58
43196,L72,16312,A20,B22,C35,PCS,418,6.52,C,C04,5.388146,2725.36,14684.64
43196,L72,16312,A20,B22,C35,PCS,650,6.52,C,C04,5.388146,4238,22834.96
43196,L72,16312,A20,B22,C35,PCS,757,6.52,C,C04,5.388146,4935.64,26593.95
43196,L72,16312,A20,B22,C35,PCS,776,6.52,C,C04,5.388146,5059.52,27261.43
43196,L72,16312,A20,B22,C35,PCS,168,6.52,C,C04,5.388146,1095.36,5901.96
43196,L72,16312,A20,B22,C35,PCS,469,6.52,C,C04,5.388146,3057.88,16476.3
43196,L72,16312,A20,B22,C35,PCS,879,6.52,C,C04,5.388146,5731.08,30879.9
43196,L72,16312,A20,B22,C35,PCS,179,6.52,C,C04,5.388146,1167.08,6288.4
43196,L72,16312,A20,B22,C35,PCS,460,6.52,C,C04,5.388146,2999.2,16160.13
43196,L72,16312,A20,B22,C35,PCS,982,6.52,C,C04,5.388146,6402.64,34498.36
43194,L72,16488,A18,B21,C36,PCS,464,4.01,C,C09,1.199464,1860.64,2231.77
43194,L72,16488,A18,B21,C36,PCS,84,4.01,C,C09,1.199464,336.84,404.03
43194,L72,16488,A18,B21,C36,PCS,85,4.01,C,C09,1.199464,340.85,408.84
43194,L72,16488,A18,B21,C36,PCS,766,4.01,C,C09,1.199464,3071.66,3684.35
43194,L72,16488,A18,B21,C36,PCS,182,4.01,C,C09,1.199464,729.82,875.39
43194,L72,16488,A18,B21,C36,PCS,15,4.01,C,C09,1.199464,60.15,72.15
43194,L72,16488,A18,B21,C36,PCS,171,4.01,C,C09,1.199464,685.71,822.48
43194,L72,16488,A18,B21,C36,PCS,627,4.01,C,C09,1.199464,2514.27,3015.78
43194,L72,16488,A18,B21,C36,PCS,937,4.01,C,C09,1.199464,3757.37,4506.83
43194,L72,16488,A18,B21,C36,PCS,817,4.01,C,C09,1.199464,3276.17,3929.65
43214,L72,16516,A19,B27,C30,PCS,557,7.59,C,C04,5.388146,4227.63,22779.09
43214,L72,16516,A19,B27,C30,PCS,380,7.59,C,C04,5.388146,2884.2,15540.49
43214,L72,16516,A19,B27,C30,PCS,534,7.59,C,C04,5.388146,4053.06,21838.48
43214,L72,16516,A19,B27,C30,PCS,12,7.59,C,C04,5.388146,91.08,490.75
43214,L72,16516,A19,B27,C30,PCS,450,7.59,C,C04,5.388146,3415.5,18403.21
43214,L72,16516,A19,B27,C30,PCS,474,7.59,C,C04,5.388146,3597.66,19384.72
