Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43202,L99,11759,A11,B20,C38,PCS,87,9.48,D,C08,1.496196,824.76,1234
43202,L99,11782,A12,B28,C36,PCS,295,9.48,C,C08,1.496196,2796.6,4184.26
43202,L99,11782,A12,B28,C36,PCS,448,9.48,C,C08,1.496196,4247.04,6354.4
43202,L99,11782,A12,B28,C36,PCS,41,9.48,C,C08,1.496196,388.68,581.54
43202,L99,11782,A12,B28,C36,PCS,159,9.48,C,C08,1.496196,1507.32,2255.25
43202,L99,11782,A12,B28,C36,PCS,644,9.48,C,C08,1.496196,6105.12,9134.46
43202,L99,11782,A12,B28,C36,PCS,483,9.48,C,C08,1.496196,4578.84,6850.84
43202,L99,11782,A12,B28,C36,PCS,825,9.48,C,C08,1.496196,7821,11701.75
43202,L99,11782,A12,B28,C36,PCS,47,9.48,C,C08,1.496196,445.56,666.65
43202,L99,11782,A12,B28,C36,PCS,442,9.48,C,C08,1.496196,4190.16,6269.3
43202,L99,11782,A12,B28,C36,PCS,179,9.48,C,C08,1.496196,1696.92,2538.92
43191,L99,11801,A17,B24,C31,PCS,618,6.57,D,C06,3.547054,4060.26,14401.96
43191,L99,11801,A17,B24,C31,PCS,697,6.57,D,C06,3.547054,4579.29,16242.99
43191,L99,11801,A17,B24,C31,PCS,301,6.57,D,C06,3.547054,1977.57,7014.55
43191,L99,11801,A17,B24,C31,PCS,591,6.57,D,C06,3.547054,3882.87,13772.75
43191,L99,11801,A17,B24,C31,PCS,656,6.57,D,C06,3.547054,4309.92,15287.52
43191,L99,11801,A17,B24,C31,PCS,581,6.57,D,C06,3.547054,3817.17,13539.71
43191,L99,11801,A17,B24,C31,PCS,75,6.57,D,C06,3.547054,492.75,1747.81
43191,L99,11801,A17,B24,C31,PCS,508,6.57,D,C06,3.547054,3337.56,11838.51
43191,L99,11801,A17,B24,C31,PCS,419,6.57,D,C06,3.547054,2752.83,9764.44
43191,L99,11801,A17,B24,C31,PCS,128,6.57,D,C06,3.547054,840.96,2982.93
43199,L99,11817,A12,B20,C32,PCS,39,9.2,C,C03,7.133317,358.8,2559.43
43199,L99,11817,A12,B20,C32,PCS,225,9.2,C,C03,7.133317,2070,14765.97
43199,L99,11817,A12,B20,C32,PCS,868,9.2,C,C03,7.133317,7985.6,56963.82
43199,L99,11817,A12,B20,C32,PCS,605,9.2,C,C03,7.133317,5566,39704.04
43199,L99,11817,A12,B20,C32,PCS,450,9.2,C,C03,7.133317,4140,29531.93
43199,L99,11817,A12,B20,C32,PCS,863,9.2,C,C03,7.133317,7939.6,56635.68
43199,L99,11817,A12,B20,C32,PCS,926,9.2,C,C03,7.133317,8519.2,60770.15
43199,L99,11817,A12,B20,C32,PCS,471,9.2,C,C03,7.133317,4333.2,30910.09
43199,L99,11817,A12,B20,C32,PCS,197,9.2,C,C03,7.133317,1812.4,12928.42
43199,L99,11817,A12,B20,C32,PCS,67,9.2,C,C03,7.133317,616.4,4396.98
43217,L99,11862,A16,B25,C38,PCS,82,7,C,C10,8.657656,574,4969.49
43217,L99,11862,A16,B25,C38,PCS,507,7,C,C10,8.657656,3549,30726.02
43217,L99,11862,A16,B25,C38,PCS,241,7,C,C10,8.657656,1687,14605.47
43217,L99,11862,A16,B25,C38,PCS,476,7,C,C10,8.657656,3332,28847.31
43217,L99,11862,A16,B25,C38,PCS,685,7,C,C10,8.657656,4795,41513.46
43217,L99,11862,A16,B25,C38,PCS,559,7,C,C10,8.657656,3913,33877.41
43217,L99,11862,A16,B25,C38,PCS,11,7,C,C10,8.657656,77,666.64
43217,L99,11862,A16,B25,C38,PCS,466,7,C,C10,8.657656,3262,28241.27
43217,L99,11862,A16,B25,C38,PCS,643,7,C,C10,8.657656,4501,38968.11
43217,L99,11862,A16,B25,C38,PCS,926,7,C,C10,8.657656,6482,56118.93
43220,L99,11876,A15,B25,C37,PCS,179,7.93,C,C06,3.547054,1419.47,5034.94
43220,L99,11876,A15,B25,C37,PCS,22,7.93,C,C06,3.547054,174.46,618.82
43220,L99,11876,A15,B25,C37,PCS,547,7.93,C,C06,3.547054,4337.71,15386.09
43220,L99,11876,A15,B25,C37,PCS,392,7.93,C,C06,3.547054,3108.56,11026.23
43220,L99,11876,A15,B25,C37,PCS,938,7.93,C,C06,3.547054,7438.34,26384.19
43220,L99,11876,A15,B25,C37,PCS,869,7.93,C,C06,3.547054,6891.17,24443.35
43220,L99,11876,A15,B25,C37,PCS,69,7.93,C,C06,3.547054,547.17,1940.84
43220,L99,11876,A15,B25,C37,PCS,260,7.93,C,C06,3.547054,2061.8,7313.32
43220,L99,11876,A15,B25,C37,PCS,667,7.93,C,C06,3.547054,5289.31,18761.47
43220,L99,11876,A15,B25,C37,PCS,242,7.93,C,C06,3.547054,1919.06,6807.01
43191,L99,12051,A12,B28,C35,PCS,338,9.59,C,C10,8.657656,3241.42,28063.1
43191,L99,12051,A12,B28,C35,PCS,191,9.59,C,C10,8.657656,1831.69,15858.14
43191,L99,12051,A12,B28,C35,PCS,612,9.59,C,C10,8.657656,5869.08,50812.48
43191,L99,12051,A12,B28,C35,PCS,196,9.59,C,C10,8.657656,1879.64,16273.28
43191,L99,12051,A12,B28,C35,PCS,279,9.59,C,C10,8.657656,2675.61,23164.51
43191,L99,12051,A12,B28,C35,PCS,792,9.59,C,C10,8.657656,7595.28,65757.32
43191,L99,12051,A12,B28,C35,PCS,168,9.59,C,C10,8.657656,1611.12,13948.52
43191,L99,12051,A12,B28,C35,PCS,457,9.59,C,C10,8.657656,4382.63,37943.3
43191,L99,12051,A12,B28,C35,PCS,569,9.59,C,C10,8.657656,5456.71,47242.32
43191,L99,12051,A12,B28,C35,PCS,755,9.59,C,C10,8.657656,7240.45,62685.33
43191,L99,12225,A10,B28,C35,PCS,695,3.11,C,C06,3.547054,2161.45,7666.78
43191,L99,12225,A10,B28,C35,PCS,275,3.11,C,C06,3.547054,855.25,3033.62
43191,L99,12225,A10,B28,C35,PCS,10,3.11,C,C06,3.547054,31.1,110.31
43191,L99,12225,A10,B28,C35,PCS,377,3.11,C,C06,3.547054,1172.47,4158.81
43191,L99,12225,A10,B28,C35,PCS,779,3.11,C,C06,3.547054,2422.69,8593.41
43191,L99,12225,A10,B28,C35,PCS,883,3.11,C,C06,3.547054,2746.13,9740.67
43191,L99,12225,A10,B28,C35,PCS,532,3.11,C,C06,3.547054,1654.52,5868.67
43191,L99,12225,A10,B28,C35,PCS,799,3.11,C,C06,3.547054,2484.89,8814.04
43191,L99,12225,A10,B28,C35,PCS,541,3.11,C,C06,3.547054,1682.51,5967.95
