Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43261,L13,17039,A13,B22,C35,PCS,853,3.06,C,C03,7.133317,2610.18,18619.24
43261,L13,17039,A13,B22,C35,PCS,778,3.06,C,C03,7.133317,2380.68,16982.15
43261,L13,17039,A13,B22,C35,PCS,507,3.06,C,C03,7.133317,1551.42,11066.77
43261,L13,17039,A13,B22,C35,PCS,193,3.06,C,C03,7.133317,590.58,4212.79
43261,L13,17039,A13,B22,C35,PCS,924,3.06,C,C03,7.133317,2827.44,20169.03
43261,L13,17039,A13,B22,C35,PCS,780,3.06,C,C03,7.133317,2386.8,17025.8
43261,L13,17039,A13,B22,C35,PCS,558,3.06,C,C03,7.133317,1707.48,12180
43261,L13,17039,A13,B22,C35,PCS,925,3.06,C,C03,7.133317,2830.5,20190.85
43259,L13,17109,A18,B22,C36,PCS,189,1.55,C,C04,5.388146,292.95,1578.46
43259,L13,17109,A18,B22,C36,PCS,403,1.55,C,C04,5.388146,624.65,3365.71
43259,L13,17109,A18,B22,C36,PCS,144,1.55,C,C04,5.388146,223.2,1202.63
43259,L13,17109,A18,B22,C36,PCS,300,1.55,C,C04,5.388146,465,2505.49
43259,L13,17109,A18,B22,C36,PCS,862,1.55,C,C04,5.388146,1336.1,7199.1
43259,L13,17109,A18,B22,C36,PCS,536,1.55,C,C04,5.388146,830.8,4476.47
43259,L13,17109,A18,B22,C36,PCS,700,1.55,C,C04,5.388146,1085,5846.14
43259,L13,17109,A18,B22,C36,PCS,626,1.55,C,C04,5.388146,970.3,5228.12
43259,L13,17109,A18,B22,C36,PCS,579,1.55,C,C04,5.388146,897.45,4835.59
43259,L13,17109,A18,B22,C36,PCS,486,1.55,C,C04,5.388146,753.3,4058.89
43263,L13,17255,A10,B29,C36,PCS,165,2.67,D,C10,8.657656,440.55,3814.13
43263,L13,17255,A10,B29,C36,PCS,569,2.67,D,C10,8.657656,1519.23,13152.97
43263,L13,17255,A10,B29,C36,PCS,517,2.67,D,C10,8.657656,1380.39,11950.94
43263,L13,17255,A10,B29,C36,PCS,927,2.67,D,C10,8.657656,2475.09,21428.48
43263,L13,17255,A10,B29,C36,PCS,14,2.67,D,C10,8.657656,37.38,323.62
43263,L13,17255,A10,B29,C36,PCS,194,2.67,D,C10,8.657656,517.98,4484.49
43263,L13,17255,A10,B29,C36,PCS,321,2.67,D,C10,8.657656,857.07,7420.22
43263,L13,17255,A10,B29,C36,PCS,298,2.67,D,C10,8.657656,795.66,6888.55
43263,L13,17255,A10,B29,C36,PCS,311,2.67,D,C10,8.657656,830.37,7189.06
43263,L13,17255,A10,B29,C36,PCS,535,2.67,D,C10,8.657656,1428.45,12367.03
43258,L13,17298,A15,B30,C36,PCS,945,1.8,D,C02,9.912483,1701,16861.13
43258,L13,17298,A15,B30,C36,PCS,666,1.8,D,C02,9.912483,1198.8,11883.08
43258,L13,17298,A15,B30,C36,PCS,968,1.8,D,C02,9.912483,1742.4,17271.51
43258,L13,17298,A15,B30,C36,PCS,556,1.8,D,C02,9.912483,1000.8,9920.41
43258,L13,17298,A15,B30,C36,PCS,692,1.8,D,C02,9.912483,1245.6,12346.99
43258,L13,17298,A15,B30,C36,PCS,256,1.8,D,C02,9.912483,460.8,4567.67
43258,L13,17298,A15,B30,C36,PCS,759,1.8,D,C02,9.912483,1366.2,13542.43
43258,L13,17298,A15,B30,C36,PCS,26,1.8,D,C02,9.912483,46.8,463.9
43258,L13,17298,A15,B30,C36,PCS,368,1.8,D,C02,9.912483,662.4,6566.03
43258,L13,17298,A15,B30,C36,PCS,461,1.8,D,C02,9.912483,829.8,8225.38
43258,L13,17340,A15,B20,C40,PCS,853,3.42,D,C01,6.825646,2917.26,19912.18
