Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43198,L52,15684,A20,B27,C38,PCS,702,3.26,C,C03,7.133317,2288.52,16324.74
43198,L52,15684,A20,B27,C38,PCS,321,3.26,C,C03,7.133317,1046.46,7464.73
43198,L52,15684,A20,B27,C38,PCS,777,3.26,C,C03,7.133317,2533.02,18068.83
43198,L52,15684,A20,B27,C38,PCS,496,3.26,C,C03,7.133317,1616.96,11534.29
43198,L52,15684,A20,B27,C38,PCS,336,3.26,C,C03,7.133317,1095.36,7813.55
43198,L52,15684,A20,B27,C38,PCS,584,3.26,C,C03,7.133317,1903.84,13580.69
43219,L52,15766,A19,B28,C35,PCS,276,7.91,D,C09,1.199464,2183.16,2618.62
43219,L52,15766,A19,B28,C35,PCS,247,7.91,D,C09,1.199464,1953.77,2343.48
43219,L52,15766,A19,B28,C35,PCS,990,7.91,D,C09,1.199464,7830.9,9392.88
43219,L52,15766,A19,B28,C35,PCS,226,7.91,D,C09,1.199464,1787.66,2144.23
43219,L52,15766,A19,B28,C35,PCS,175,7.91,D,C09,1.199464,1384.25,1660.36
43219,L52,15766,A19,B28,C35,PCS,860,7.91,D,C09,1.199464,6802.6,8159.47
43219,L52,15766,A19,B28,C35,PCS,908,7.91,D,C09,1.199464,7182.28,8614.89
43219,L52,15766,A19,B28,C35,PCS,231,7.91,D,C09,1.199464,1827.21,2191.67
43219,L52,15766,A19,B28,C35,PCS,762,7.91,D,C09,1.199464,6027.42,7229.67
43219,L52,15766,A19,B28,C35,PCS,834,7.91,D,C09,1.199464,6596.94,7912.79
43218,L52,15828,A15,B20,C34,PCS,4,4.41,C,C05,3.40242,17.64,60.02
43218,L52,15828,A15,B20,C34,PCS,336,4.41,C,C05,3.40242,1481.76,5041.57
43218,L52,15828,A15,B20,C34,PCS,511,4.41,C,C05,3.40242,2253.51,7667.39
43218,L52,15828,A15,B20,C34,PCS,272,4.41,C,C05,3.40242,1199.52,4081.27
43218,L52,15828,A15,B20,C34,PCS,576,4.41,C,C05,3.40242,2540.16,8642.69
43218,L52,15828,A15,B20,C34,PCS,201,4.41,C,C05,3.40242,886.41,3015.94
43218,L52,15828,A15,B20,C34,PCS,121,4.41,C,C05,3.40242,533.61,1815.57
43218,L52,15828,A15,B20,C34,PCS,415,4.41,C,C05,3.40242,1830.15,6226.94
43218,L52,15828,A15,B20,C34,PCS,605,4.41,C,C05,3.40242,2668.05,9077.83
43218,L52,15828,A15,B20,C34,PCS,625,4.41,C,C05,3.40242,2756.25,9377.92
43196,L52,15830,A18,B28,C35,PCS,678,4.09,D,C06,3.547054,2773.02,9836.05
43196,L52,15830,A18,B28,C35,PCS,53,4.09,D,C06,3.547054,216.77,768.89
43196,L52,15830,A18,B28,C35,PCS,323,4.09,D,C06,3.547054,1321.07,4685.91
43196,L52,15830,A18,B28,C35,PCS,149,4.09,D,C06,3.547054,609.41,2161.61
43196,L52,15830,A18,B28,C35,PCS,79,4.09,D,C06,3.547054,323.11,1146.09
43196,L52,15830,A18,B28,C35,PCS,169,4.09,D,C06,3.547054,691.21,2451.76
43196,L52,15830,A18,B28,C35,PCS,890,4.09,D,C06,3.547054,3640.1,12911.63
43196,L52,15830,A18,B28,C35,PCS,300,4.09,D,C06,3.547054,1227,4352.24
43196,L52,15830,A18,B28,C35,PCS,727,4.09,D,C06,3.547054,2973.43,10546.92
43196,L52,15830,A18,B28,C35,PCS,950,4.09,D,C06,3.547054,3885.5,13782.08
43200,L52,15923,A13,B24,C34,PCS,523,7.42,C,C03,7.133317,3880.66,27681.98
43200,L52,15923,A13,B24,C34,PCS,236,7.42,C,C03,7.133317,1751.12,12491.29
43200,L52,15923,A13,B24,C34,PCS,258,7.42,C,C03,7.133317,1914.36,13655.74
43200,L52,15923,A13,B24,C34,PCS,557,7.42,C,C03,7.133317,4132.94,29481.57
43200,L52,15923,A13,B24,C34,PCS,818,7.42,C,C03,7.133317,6069.56,43296.1
43200,L52,15923,A13,B24,C34,PCS,891,7.42,C,C03,7.133317,6611.22,47159.93
43200,L52,15923,A13,B24,C34,PCS,760,7.42,C,C03,7.133317,5639.2,40226.2
43200,L52,15923,A13,B24,C34,PCS,808,7.42,C,C03,7.133317,5995.36,42766.8
43200,L52,15923,A13,B24,C34,PCS,558,7.42,C,C03,7.133317,4140.36,29534.5
43200,L52,15923,A13,B24,C34,PCS,821,7.42,C,C03,7.133317,6091.82,43454.88
43200,L52,15926,A16,B29,C40,PCS,130,7.42,D,C03,7.133317,964.6,6880.8
43200,L52,15926,A16,B29,C40,PCS,773,7.42,D,C03,7.133317,5735.66,40914.28
43200,L52,15926,A16,B29,C40,PCS,503,7.42,D,C03,7.133317,3732.26,26623.39
43200,L52,15926,A16,B29,C40,PCS,992,7.42,D,C03,7.133317,7360.64,52505.78
43200,L52,15926,A16,B29,C40,PCS,696,7.42,D,C03,7.133317,5164.32,36838.73
43200,L52,15926,A16,B29,C40,PCS,874,7.42,D,C03,7.133317,6485.08,46260.13
43200,L52,15926,A16,B29,C40,PCS,880,7.42,D,C03,7.133317,6529.6,46577.71
43200,L52,15926,A16,B29,C40,PCS,493,7.42,D,C03,7.133317,3658.06,26094.1
43200,L52,15926,A16,B29,C40,PCS,649,7.42,D,C03,7.133317,4815.58,34351.06
43200,L52,15926,A16,B29,C40,PCS,722,7.42,D,C03,7.133317,5357.24,38214.89
43201,L52,16038,A10,B21,C34,PCS,43,3.27,C,C06,3.547054,140.61,498.75
43201,L52,16038,A10,B21,C34,PCS,151,3.27,C,C06,3.547054,493.77,1751.43
43201,L52,16038,A10,B21,C34,PCS,743,3.27,C,C06,3.547054,2429.61,8617.96
43201,L52,16038,A10,B21,C34,PCS,572,3.27,C,C06,3.547054,1870.44,6634.55
43201,L52,16038,A10,B21,C34,PCS,508,3.27,C,C06,3.547054,1661.16,5892.22
43201,L52,16038,A10,B21,C34,PCS,662,3.27,C,C06,3.547054,2164.74,7678.45
43201,L52,16038,A10,B21,C34,PCS,437,3.27,C,C06,3.547054,1428.99,5068.7
43201,L52,16038,A10,B21,C34,PCS,514,3.27,C,C06,3.547054,1680.78,5961.82
43201,L52,16038,A10,B21,C34,PCS,578,3.27,C,C06,3.547054,1890.06,6704.14
