Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43048,L57,13986,A11,B27,C34,PCS,934,5.4,D,C04,5.388146,5043.6,27175.65
43048,L57,13986,A11,B27,C34,PCS,786,5.4,D,C04,5.388146,4244.4,22869.45
43048,L57,13986,A11,B27,C34,PCS,866,5.4,D,C04,5.388146,4676.4,25197.13
43048,L57,13986,A11,B27,C34,PCS,927,5.4,D,C04,5.388146,5005.8,26971.98
43048,L57,13986,A11,B27,C34,PCS,707,5.4,D,C04,5.388146,3817.8,20570.86
43048,L57,13986,A11,B27,C34,PCS,811,5.4,D,C04,5.388146,4379.4,23596.85
43048,L57,13986,A11,B27,C34,PCS,644,5.4,D,C04,5.388146,3477.6,18737.82
43048,L57,13986,A11,B27,C34,PCS,432,5.4,D,C04,5.388146,2332.8,12569.47
43048,L57,13986,A11,B27,C34,PCS,130,5.4,D,C04,5.388146,702,3782.48
43048,L57,13986,A11,B27,C34,PCS,55,5.4,D,C04,5.388146,297,1600.28
43063,L57,14165,A17,B24,C31,PCS,494,8.13,C,C10,8.657656,4016.22,34771.05
43063,L57,14165,A17,B24,C31,PCS,489,8.13,C,C10,8.657656,3975.57,34419.12
43063,L57,14165,A17,B24,C31,PCS,70,8.13,C,C10,8.657656,569.1,4927.07
43063,L57,14165,A17,B24,C31,PCS,902,8.13,C,C10,8.657656,7333.26,63488.84
43063,L57,14165,A17,B24,C31,PCS,932,8.13,C,C10,8.657656,7577.16,65600.44
43063,L57,14165,A17,B24,C31,PCS,911,8.13,C,C10,8.657656,7406.43,64122.32
43063,L57,14165,A17,B24,C31,PCS,460,8.13,C,C10,8.657656,3739.8,32377.9
43063,L57,14165,A17,B24,C31,PCS,962,8.13,C,C10,8.657656,7821.06,67712.05
43063,L57,14165,A17,B24,C31,PCS,244,8.13,C,C10,8.657656,1983.72,17174.37
43063,L57,14165,A17,B24,C31,PCS,177,8.13,C,C10,8.657656,1439.01,12458.45
43053,L57,14213,A12,B25,C38,PCS,272,9.31,D,C08,1.496196,2532.32,3788.85
43053,L57,14213,A12,B25,C38,PCS,834,9.31,D,C08,1.496196,7764.54,11617.27
43053,L57,14213,A12,B25,C38,PCS,128,9.31,D,C08,1.496196,1191.68,1782.99
43053,L57,14213,A12,B25,C38,PCS,175,9.31,D,C08,1.496196,1629.25,2437.68
43053,L57,14213,A12,B25,C38,PCS,241,9.31,D,C08,1.496196,2243.71,3357.03
43053,L57,14213,A12,B25,C38,PCS,236,9.31,D,C08,1.496196,2197.16,3287.38
43053,L57,14213,A12,B25,C38,PCS,806,9.31,D,C08,1.496196,7503.86,11227.25
43053,L57,14213,A12,B25,C38,PCS,123,9.31,D,C08,1.496196,1145.13,1713.34
43053,L57,14213,A12,B25,C38,PCS,37,9.31,D,C08,1.496196,344.47,515.39
43053,L57,14213,A12,B25,C38,PCS,499,9.31,D,C08,1.496196,4645.69,6950.86
43048,L57,14307,A19,B29,C36,PCS,425,4.07,D,C10,8.657656,1729.75,14975.58
43048,L57,14307,A19,B29,C36,PCS,314,4.07,D,C10,8.657656,1277.98,11064.31
43048,L57,14307,A19,B29,C36,PCS,82,4.07,D,C10,8.657656,333.74,2889.41
