Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43189,L91,13673,A16,B20,C34,PCS,276,8.05,D,C02,9.912483,2221.8,22023.55
43189,L91,13673,A16,B20,C34,PCS,600,8.05,D,C02,9.912483,4830,47877.29
43189,L91,13673,A16,B20,C34,PCS,980,8.05,D,C02,9.912483,7889,78199.58
43189,L91,13673,A16,B20,C34,PCS,176,8.05,D,C02,9.912483,1416.8,14044.01
43189,L91,13673,A16,B20,C34,PCS,700,8.05,D,C02,9.912483,5635,55856.84
43189,L91,13673,A16,B20,C34,PCS,80,8.05,D,C02,9.912483,644,6383.64
43189,L91,13673,A16,B20,C34,PCS,783,8.05,D,C02,9.912483,6303.15,62479.87
43184,L91,13774,A11,B23,C40,PCS,367,2.85,D,C03,7.133317,1045.95,7461.09
43184,L91,13774,A11,B23,C40,PCS,572,2.85,D,C03,7.133317,1630.2,11628.73
43184,L91,13774,A11,B23,C40,PCS,243,2.85,D,C03,7.133317,692.55,4940.18
43184,L91,13774,A11,B23,C40,PCS,651,2.85,D,C03,7.133317,1855.35,13234.8
43184,L91,13774,A11,B23,C40,PCS,102,2.85,D,C03,7.133317,290.7,2073.66
43184,L91,13774,A11,B23,C40,PCS,887,2.85,D,C03,7.133317,2527.95,18032.67
43184,L91,13774,A11,B23,C40,PCS,156,2.85,D,C03,7.133317,444.6,3171.47
43184,L91,13774,A11,B23,C40,PCS,11,2.85,D,C03,7.133317,31.35,223.63
43184,L91,13774,A11,B23,C40,PCS,758,2.85,D,C03,7.133317,2160.3,15410.1
43184,L91,13774,A11,B23,C40,PCS,345,2.85,D,C03,7.133317,983.25,7013.83
43185,L91,13795,A13,B27,C35,PCS,278,2.77,D,C03,7.133317,770.06,5493.08
43185,L91,13795,A13,B27,C35,PCS,12,2.77,D,C03,7.133317,33.24,237.11
43185,L91,13795,A13,B27,C35,PCS,646,2.77,D,C03,7.133317,1789.42,12764.5
43185,L91,13795,A13,B27,C35,PCS,199,2.77,D,C03,7.133317,551.23,3932.1
43185,L91,13795,A13,B27,C35,PCS,611,2.77,D,C03,7.133317,1692.47,12072.93
43185,L91,13795,A13,B27,C35,PCS,853,2.77,D,C03,7.133317,2362.81,16854.67
43185,L91,13795,A13,B27,C35,PCS,637,2.77,D,C03,7.133317,1764.49,12586.67
43185,L91,13795,A13,B27,C35,PCS,387,2.77,D,C03,7.133317,1071.99,7646.84
43185,L91,13795,A13,B27,C35,PCS,907,2.77,D,C03,7.133317,2512.39,17921.67
43185,L91,13795,A13,B27,C35,PCS,488,2.77,D,C03,7.133317,1351.76,9642.53
43171,L91,13877,A12,B20,C30,PCS,150,7.36,D,C10,8.657656,1104,9558.05
43171,L91,13877,A12,B20,C30,PCS,990,7.36,D,C10,8.657656,7286.4,63083.14
43171,L91,13877,A12,B20,C30,PCS,293,7.36,D,C10,8.657656,2156.48,18670.06
43171,L91,13877,A12,B20,C30,PCS,844,7.36,D,C10,8.657656,6211.84,53779.97
43171,L91,13877,A12,B20,C30,PCS,438,7.36,D,C10,8.657656,3223.68,27909.51
43171,L91,13877,A12,B20,C30,PCS,713,7.36,D,C10,8.657656,5247.68,45432.61
43171,L91,13877,A12,B20,C30,PCS,301,7.36,D,C10,8.657656,2215.36,19179.82
43171,L91,13877,A12,B20,C30,PCS,917,7.36,D,C10,8.657656,6749.12,58431.56
43171,L91,13877,A12,B20,C30,PCS,912,7.36,D,C10,8.657656,6712.32,58112.96
43171,L91,13877,A12,B20,C30,PCS,580,7.36,D,C10,8.657656,4268.8,36957.8
43166,L91,13886,A18,B30,C32,PCS,905,2.76,D,C05,3.40242,2497.8,8498.56
43166,L91,13886,A18,B30,C32,PCS,958,2.76,D,C05,3.40242,2644.08,8996.27
43166,L91,13886,A18,B30,C32,PCS,717,2.76,D,C05,3.40242,1978.92,6733.12
43166,L91,13886,A18,B30,C32,PCS,393,2.76,D,C05,3.40242,1084.68,3690.54
43166,L91,13886,A18,B30,C32,PCS,644,2.76,D,C05,3.40242,1777.44,6047.6
43166,L91,13886,A18,B30,C32,PCS,71,2.76,D,C05,3.40242,195.96,666.74
43166,L91,13886,A18,B30,C32,PCS,962,2.76,D,C05,3.40242,2655.12,9033.83
43166,L91,13886,A18,B30,C32,PCS,826,2.76,D,C05,3.40242,2279.76,7756.7
43166,L91,13886,A18,B30,C32,PCS,339,2.76,D,C05,3.40242,935.64,3183.44
43166,L91,13886,A18,B30,C32,PCS,722,2.76,D,C05,3.40242,1992.72,6780.07
43182,L91,13896,A10,B22,C37,PCS,682,4.08,C,C07,1.358577,2782.56,3780.32
43182,L91,13896,A10,B22,C37,PCS,273,4.08,C,C07,1.358577,1113.84,1513.24
43182,L91,13896,A10,B22,C37,PCS,40,4.08,C,C07,1.358577,163.2,221.72
43182,L91,13896,A10,B22,C37,PCS,292,4.08,C,C07,1.358577,1191.36,1618.55
43182,L91,13896,A10,B22,C37,PCS,68,4.08,C,C07,1.358577,277.44,376.92
43182,L91,13896,A10,B22,C37,PCS,539,4.08,C,C07,1.358577,2199.12,2987.67
43182,L91,13896,A10,B22,C37,PCS,929,4.08,C,C07,1.358577,3790.32,5149.44
43182,L91,13896,A10,B22,C37,PCS,910,4.08,C,C07,1.358577,3712.8,5044.12
43182,L91,13896,A10,B22,C37,PCS,142,4.08,C,C07,1.358577,579.36,787.11
43182,L91,13896,A10,B22,C37,PCS,94,4.08,C,C07,1.358577,383.52,521.04
43162,L91,13922,A15,B29,C33,PCS,264,6.42,D,C01,6.825646,1694.88,11568.65
43162,L91,13922,A15,B29,C33,PCS,935,6.42,D,C01,6.825646,6002.7,40972.31
43162,L91,13922,A15,B29,C33,PCS,646,6.42,D,C01,6.825646,4147.32,28308.14
43162,L91,13922,A15,B29,C33,PCS,715,6.42,D,C01,6.825646,4590.3,31331.76
43162,L91,13922,A15,B29,C33,PCS,350,6.42,D,C01,6.825646,2247,15337.23
43162,L91,13922,A15,B29,C33,PCS,528,6.42,D,C01,6.825646,3389.76,23137.3
43162,L91,13922,A15,B29,C33,PCS,67,6.42,D,C01,6.825646,430.14,2935.98
43162,L91,13922,A15,B29,C33,PCS,215,6.42,D,C01,6.825646,1380.3,9421.44
43162,L91,13922,A15,B29,C33,PCS,193,6.42,D,C01,6.825646,1239.06,8457.38
43162,L91,13922,A15,B29,C33,PCS,273,6.42,D,C01,6.825646,1752.66,11963.04
43162,L91,13972,A11,B28,C36,PCS,605,9.52,C,C08,1.496196,5759.6,8617.49
43162,L91,13972,A11,B28,C36,PCS,708,9.52,C,C08,1.496196,6740.16,10084.6
43162,L91,13972,A11,B28,C36,PCS,737,9.52,C,C08,1.496196,7016.24,10497.67
43162,L91,13972,A11,B28,C36,PCS,951,9.52,C,C08,1.496196,9053.52,13545.84
43162,L91,13972,A11,B28,C36,PCS,689,9.52,C,C08,1.496196,6559.28,9813.97
43162,L91,13972,A11,B28,C36,PCS,78,9.52,C,C08,1.496196,742.56,1111.02
43162,L91,13972,A11,B28,C36,PCS,171,9.52,C,C08,1.496196,1627.92,2435.69
43162,L91,13972,A11,B28,C36,PCS,152,9.52,C,C08,1.496196,1447.04,2165.06
43162,L91,13972,A11,B28,C36,PCS,300,9.52,C,C08,1.496196,2856,4273.14
43162,L91,13972,A11,B28,C36,PCS,64,9.52,C,C08,1.496196,609.28,911.6
43171,L91,14134,A11,B30,C38,PCS,517,2.78,D,C05,3.40242,1437.26,4890.16
43171,L91,14134,A11,B30,C38,PCS,222,2.78,D,C05,3.40242,617.16,2099.84
43171,L91,14134,A11,B30,C38,PCS,821,2.78,D,C05,3.40242,2282.38,7765.62
43171,L91,14134,A11,B30,C38,PCS,294,2.78,D,C05,3.40242,817.32,2780.87
43171,L91,14134,A11,B30,C38,PCS,704,2.78,D,C05,3.40242,1957.12,6658.94
43171,L91,14134,A11,B30,C38,PCS,191,2.78,D,C05,3.40242,530.98,1806.62
43171,L91,14134,A11,B30,C38,PCS,113,2.78,D,C05,3.40242,314.14,1068.84
43171,L91,14134,A11,B30,C38,PCS,812,2.78,D,C05,3.40242,2257.36,7680.49
43171,L91,14134,A11,B30,C38,PCS,932,2.78,D,C05,3.40242,2590.96,8815.53
43171,L91,14134,A11,B30,C38,PCS,207,2.78,D,C05,3.40242,575.46,1957.96
43169,L91,14165,A12,B28,C35,PCS,992,6.34,C,C08,1.496196,6289.28,9410
43169,L91,14165,A12,B28,C35,PCS,796,6.34,C,C08,1.496196,5046.64,7550.76
43169,L91,14165,A12,B28,C35,PCS,754,6.34,C,C08,1.496196,4780.36,7152.36
43169,L91,14165,A12,B28,C35,PCS,415,6.34,C,C08,1.496196,2631.1,3936.64
43169,L91,14165,A12,B28,C35,PCS,543,6.34,C,C08,1.496196,3442.62,5150.83
43169,L91,14165,A12,B28,C35,PCS,776,6.34,C,C08,1.496196,4919.84,7361.04
43169,L91,14165,A12,B28,C35,PCS,726,6.34,C,C08,1.496196,4602.84,6886.75
43169,L91,14165,A12,B28,C35,PCS,916,6.34,C,C08,1.496196,5807.44,8689.07
43169,L91,14165,A12,B28,C35,PCS,615,6.34,C,C08,1.496196,3899.1,5833.82
43169,L91,14165,A12,B28,C35,PCS,984,6.34,C,C08,1.496196,6238.56,9334.11
43169,L91,14263,A19,B20,C32,PCS,761,1.55,C,C02,9.912483,1179.55,11692.27
43169,L91,14263,A19,B20,C32,PCS,382,1.55,C,C02,9.912483,592.1,5869.18
43169,L91,14263,A19,B20,C32,PCS,508,1.55,C,C02,9.912483,787.4,7805.09
43169,L91,14263,A19,B20,C32,PCS,984,1.55,C,C02,9.912483,1525.2,15118.52
43169,L91,14263,A19,B20,C32,PCS,109,1.55,C,C02,9.912483,168.95,1674.71
43169,L91,14263,A19,B20,C32,PCS,499,1.55,C,C02,9.912483,773.45,7666.81
43169,L91,14263,A19,B20,C32,PCS,606,1.55,C,C02,9.912483,939.3,9310.8
43169,L91,14263,A19,B20,C32,PCS,137,1.55,C,C02,9.912483,212.35,2104.92
43169,L91,14263,A19,B20,C32,PCS,375,1.55,C,C02,9.912483,581.25,5761.63
43169,L91,14263,A19,B20,C32,PCS,682,1.55,C,C02,9.912483,1057.1,10478.49
43185,L91,14301,A10,B23,C35,PCS,489,3.92,D,C04,5.388146,1916.88,10328.43
43185,L91,14301,A10,B23,C35,PCS,453,3.92,D,C04,5.388146,1775.76,9568.05
43185,L91,14301,A10,B23,C35,PCS,269,3.92,D,C04,5.388146,1054.48,5681.69
43185,L91,14301,A10,B23,C35,PCS,531,3.92,D,C04,5.388146,2081.52,11215.53
43185,L91,14301,A10,B23,C35,PCS,470,3.92,D,C04,5.388146,1842.4,9927.12
43185,L91,14301,A10,B23,C35,PCS,751,3.92,D,C04,5.388146,2943.92,15862.27
43185,L91,14301,A10,B23,C35,PCS,124,3.92,D,C04,5.388146,486.08,2619.07
43185,L91,14301,A10,B23,C35,PCS,175,3.92,D,C04,5.388146,686,3696.27
43185,L91,14301,A10,B23,C35,PCS,414,3.92,D,C04,5.388146,1622.88,8744.31
43185,L91,14301,A10,B23,C35,PCS,478,3.92,D,C04,5.388146,1873.76,10096.09
43173,L91,14427,A12,B30,C34,PCS,777,5.48,D,C05,3.40242,4257.96,14487.37
43173,L91,14427,A12,B30,C34,PCS,517,5.48,D,C05,3.40242,2833.16,9639.6
43173,L91,14427,A12,B30,C34,PCS,578,5.48,D,C05,3.40242,3167.44,10776.96
43173,L91,14427,A12,B30,C34,PCS,20,5.48,D,C05,3.40242,109.6,372.91
43173,L91,14427,A12,B30,C34,PCS,925,5.48,D,C05,3.40242,5069,17246.87
43173,L91,14427,A12,B30,C34,PCS,735,5.48,D,C05,3.40242,4027.8,13704.27
43173,L91,14427,A12,B30,C34,PCS,792,5.48,D,C05,3.40242,4340.16,14767.05
43173,L91,14427,A12,B30,C34,PCS,638,5.48,D,C05,3.40242,3496.24,11895.68
43173,L91,14427,A12,B30,C34,PCS,754,5.48,D,C05,3.40242,4131.92,14058.53
43173,L91,14427,A12,B30,C34,PCS,984,5.48,D,C05,3.40242,5392.32,18346.94
43164,L91,14470,A10,B24,C35,PCS,768,3.39,D,C06,3.547054,2603.52,9234.83
43164,L91,14470,A10,B24,C35,PCS,720,3.39,D,C06,3.547054,2440.8,8657.65
43164,L91,14470,A10,B24,C35,PCS,940,3.39,D,C06,3.547054,3186.6,11303.04
43164,L91,14470,A10,B24,C35,PCS,907,3.39,D,C06,3.547054,3074.73,10906.23
43164,L91,14470,A10,B24,C35,PCS,184,3.39,D,C06,3.547054,623.76,2212.51
43164,L91,14470,A10,B24,C35,PCS,188,3.39,D,C06,3.547054,637.32,2260.61
43164,L91,14470,A10,B24,C35,PCS,23,3.39,D,C06,3.547054,77.97,276.56
43164,L91,14470,A10,B24,C35,PCS,834,3.39,D,C06,3.547054,2827.26,10028.44
43164,L91,14470,A10,B24,C35,PCS,420,3.39,D,C06,3.547054,1423.8,5050.3
43164,L91,14470,A10,B24,C35,PCS,862,3.39,D,C06,3.547054,2922.18,10365.13
43176,L91,14547,A11,B29,C32,PCS,973,9.81,C,C07,1.358577,9545.13,12967.79
43176,L91,14547,A11,B29,C32,PCS,230,9.81,C,C07,1.358577,2256.3,3065.36
43176,L91,14547,A11,B29,C32,PCS,939,9.81,C,C07,1.358577,9211.59,12514.65
43176,L91,14547,A11,B29,C32,PCS,544,9.81,C,C07,1.358577,5336.64,7250.24
43176,L91,14547,A11,B29,C32,PCS,692,9.81,C,C07,1.358577,6788.52,9222.73
43176,L91,14547,A11,B29,C32,PCS,26,9.81,C,C07,1.358577,255.06,346.52
43176,L91,14547,A11,B29,C32,PCS,789,9.81,C,C07,1.358577,7740.09,10515.51
43176,L91,14547,A11,B29,C32,PCS,665,9.81,C,C07,1.358577,6523.65,8862.88
43176,L91,14547,A11,B29,C32,PCS,272,9.81,C,C07,1.358577,2668.32,3625.12
43176,L91,14547,A11,B29,C32,PCS,539,9.81,C,C07,1.358577,5287.59,7183.6
43185,L91,14592,A18,B30,C36,PCS,619,3.51,D,C04,5.388146,2172.69,11706.77
43185,L91,14592,A18,B30,C36,PCS,174,3.51,D,C04,5.388146,610.74,3290.76
43185,L91,14592,A18,B30,C36,PCS,155,3.51,D,C04,5.388146,544.05,2931.42
43185,L91,14592,A18,B30,C36,PCS,606,3.51,D,C04,5.388146,2127.06,11460.91
43185,L91,14592,A18,B30,C36,PCS,979,3.51,D,C04,5.388146,3436.29,18515.23
43185,L91,14592,A18,B30,C36,PCS,175,3.51,D,C04,5.388146,614.25,3309.67
43185,L91,14592,A18,B30,C36,PCS,979,3.51,D,C04,5.388146,3436.29,18515.23
43185,L91,14592,A18,B30,C36,PCS,60,3.51,D,C04,5.388146,210.6,1134.74
43185,L91,14592,A18,B30,C36,PCS,309,3.51,D,C04,5.388146,1084.59,5843.93
43185,L91,14592,A18,B30,C36,PCS,2,3.51,D,C04,5.388146,7.02,37.82
43171,L91,14704,A11,B21,C38,PCS,202,4.94,D,C09,1.199464,997.88,1196.92
43171,L91,14704,A11,B21,C38,PCS,106,4.94,D,C09,1.199464,523.64,628.09
43171,L91,14704,A11,B21,C38,PCS,541,4.94,D,C09,1.199464,2672.54,3205.62
43171,L91,14704,A11,B21,C38,PCS,965,4.94,D,C09,1.199464,4767.1,5717.96
