Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43213,L25,12487,A20,B28,C38,PCS,147,2.21,C,C07,1.358577,324.87,441.36
43214,L25,12771,A16,B30,C36,PCS,795,9.19,C,C05,3.40242,7306.05,24858.25
43214,L25,12771,A16,B30,C36,PCS,748,9.19,C,C05,3.40242,6874.12,23388.64
43214,L25,12771,A16,B30,C36,PCS,507,9.19,C,C05,3.40242,4659.33,15853
43214,L25,12771,A16,B30,C36,PCS,894,9.19,C,C05,3.40242,8215.86,27953.81
43214,L25,12771,A16,B30,C36,PCS,901,9.19,C,C05,3.40242,8280.19,28172.68
43214,L25,12771,A16,B30,C36,PCS,594,9.19,C,C05,3.40242,5458.86,18573.33
43214,L25,12771,A16,B30,C36,PCS,707,9.19,C,C05,3.40242,6497.33,22106.65
43214,L25,12771,A16,B30,C36,PCS,804,9.19,C,C05,3.40242,7388.76,25139.66
43214,L25,12771,A16,B30,C36,PCS,741,9.19,C,C05,3.40242,6809.79,23169.77
43214,L25,12771,A16,B30,C36,PCS,506,9.19,C,C05,3.40242,4650.14,15821.73
43191,L25,12784,A15,B27,C33,PCS,873,6.57,D,C06,3.547054,5735.61,20344.52
43191,L25,12784,A15,B27,C33,PCS,150,6.57,D,C06,3.547054,985.5,3495.62
43191,L25,12784,A15,B27,C33,PCS,559,6.57,D,C06,3.547054,3672.63,13027.02
43191,L25,12784,A15,B27,C33,PCS,36,6.57,D,C06,3.547054,236.52,838.95
43191,L25,12784,A15,B27,C33,PCS,246,6.57,D,C06,3.547054,1616.22,5732.82
43191,L25,12784,A15,B27,C33,PCS,403,6.57,D,C06,3.547054,2647.71,9391.57
43191,L25,12784,A15,B27,C33,PCS,414,6.57,D,C06,3.547054,2719.98,9647.92
43191,L25,12784,A15,B27,C33,PCS,345,6.57,D,C06,3.547054,2266.65,8039.93
43191,L25,12784,A15,B27,C33,PCS,435,6.57,D,C06,3.547054,2857.95,10137.3
43191,L25,12784,A15,B27,C33,PCS,642,6.57,D,C06,3.547054,4217.94,14961.26
43196,L25,12862,A18,B30,C33,PCS,957,6.52,C,C04,5.388146,6239.64,33620.09
43196,L25,12862,A18,B30,C33,PCS,681,6.52,C,C04,5.388146,4440.12,23924.01
43196,L25,12862,A18,B30,C33,PCS,860,6.52,C,C04,5.388146,5607.2,30212.41
43196,L25,12862,A18,B30,C33,PCS,729,6.52,C,C04,5.388146,4753.08,25610.29
43196,L25,12862,A18,B30,C33,PCS,753,6.52,C,C04,5.388146,4909.56,26453.43
43196,L25,12862,A18,B30,C33,PCS,118,6.52,C,C04,5.388146,769.36,4145.42
