Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount
43020,L30,10441,A16,B29,C39,PCS,738,9.63,C,C10,8.657656,7106.94,61529.44
43020,L30,10441,A16,B29,C39,PCS,816,9.63,C,C10,8.657656,7858.08,68032.55
43020,L30,10441,A16,B29,C39,PCS,544,9.63,C,C10,8.657656,5238.72,45355.04
43017,L30,10447,A20,B21,C32,PCS,847,8.44,C,C03,7.133317,7148.68,50993.8
43039,L30,10447,A19,B25,C38,PCS,670,7.35,D,C01,6.825646,4924.5,33612.89
43017,L30,10447,A20,B21,C32,PCS,296,8.44,C,C03,7.133317,2498.24,17820.74
43039,L30,10447,A19,B25,C38,PCS,532,7.35,D,C01,6.825646,3910.2,26689.64
43017,L30,10447,A20,B21,C32,PCS,54,8.44,C,C03,7.133317,455.76,3251.08
43039,L30,10447,A19,B25,C38,PCS,484,7.35,D,C01,6.825646,3557.4,24281.55
43017,L30,10447,A20,B21,C32,PCS,323,8.44,C,C03,7.133317,2726.12,19446.28
43039,L30,10447,A19,B25,C38,PCS,566,7.35,D,C01,6.825646,4160.1,28395.37
43017,L30,10447,A20,B21,C32,PCS,792,8.44,C,C03,7.133317,6684.48,47682.51
43039,L30,10447,A19,B25,C38,PCS,441,7.35,D,C01,6.825646,3241.35,22124.31
43017,L30,10447,A20,B21,C32,PCS,558,8.44,C,C03,7.133317,4709.52,33594.5
43039,L30,10447,A19,B25,C38,PCS,833,7.35,D,C01,6.825646,6122.55,41790.36
43017,L30,10447,A20,B21,C32,PCS,987,8.44,C,C03,7.133317,8330.28,59422.53
43039,L30,10447,A19,B25,C38,PCS,371,7.35,D,C01,6.825646,2726.85,18612.51
43017,L30,10447,A20,B21,C32,PCS,20,8.44,C,C03,7.133317,168.8,1204.1
43039,L30,10447,A19,B25,C38,PCS,796,7.35,D,C01,6.825646,5850.6,39934.12
43017,L30,10447,A20,B21,C32,PCS,296,8.44,C,C03,7.133317,2498.24,17820.74
43039,L30,10447,A19,B25,C38,PCS,808,7.35,D,C01,6.825646,5938.8,40536.15
43017,L30,10447,A20,B21,C32,PCS,951,8.44,C,C03,7.133317,8026.44,57255.14
43039,L30,10447,A19,B25,C38,PCS,328,7.35,D,C01,6.825646,2410.8,16455.27
43015,L30,10672,A19,B21,C37,PCS,716,9.96,D,C04,5.388146,7131.36,38424.81
43015,L30,10672,A19,B21,C37,PCS,16,9.96,D,C04,5.388146,159.36,858.65
43015,L30,10672,A19,B21,C37,PCS,9,9.96,D,C04,5.388146,89.64,482.99
43015,L30,10672,A19,B21,C37,PCS,829,9.96,D,C04,5.388146,8256.84,44489.06
43015,L30,10672,A19,B21,C37,PCS,914,9.96,D,C04,5.388146,9103.44,49050.66
43015,L30,10672,A19,B21,C37,PCS,128,9.96,D,C04,5.388146,1274.88,6869.24
43015,L30,10672,A19,B21,C37,PCS,389,9.96,D,C04,5.388146,3874.44,20876.05
43015,L30,10672,A19,B21,C37,PCS,255,9.96,D,C04,5.388146,2539.8,13684.81
43015,L30,10672,A19,B21,C37,PCS,97,9.96,D,C04,5.388146,966.12,5205.6
43015,L30,10672,A19,B21,C37,PCS,932,9.96,D,C04,5.388146,9282.72,50016.65
43011,L30,10693,A20,B29,C34,PCS,996,2.6,D,C07,1.358577,2589.6,3518.17
43011,L30,10693,A20,B29,C34,PCS,328,2.6,D,C07,1.358577,852.8,1158.59
43011,L30,10693,A20,B29,C34,PCS,497,2.6,D,C07,1.358577,1292.2,1755.55
43011,L30,10693,A20,B29,C34,PCS,714,2.6,D,C07,1.358577,1856.4,2522.06
43011,L30,10693,A20,B29,C34,PCS,284,2.6,D,C07,1.358577,738.4,1003.17
43011,L30,10693,A20,B29,C34,PCS,740,2.6,D,C07,1.358577,1924,2613.9
